pert_id,canonical_smiles,inchi_key,pert_iname,pert_type
BRD-K99749624,CC1CCC(F)C(NC(=O)NC2CCC(CC2)-C2CCCC3[NH]NC(N)C23)C1,MPVGZUGXCQEXTM-UHFFFAOYSA-N,linifanib,trt_cp
BRD-K59332007,O=C1N(C2CCCCC2C1(CC1CCNCC1)CC1CCNCC1)C1CCCCC1,YEJCDKJIEMIWRQ-UHFFFAOYSA-N,linopirdine,trt_cp
BRD-K72922393,N=C1C[N+]([N-]O1)N1CCOCC1,FKDHHVKWGRFRTG-UHFFFAOYSA-N,linsidomine,trt_cp
BRD-K86118762,C[C@@]1(O)C[C@@H](C1)C1NC(-C2CCC3CCC(NC3C2)-C2CCCCC2)C2C(N)NCCN12,PKCDDUHJAFVJJB-VLZXCDOPSA-N,linsitinib,trt_cp
BRD-K07667918,C[C@@]1(O)CC(C1)C1NC(-C2CCC3CCC(NC3C2)-C2CCCCC2)C2C(N)NCCN12,PKCDDUHJAFVJJB-FQFBAAABSA-N,linsitinib,trt_cp
BRD-K35775715,COC1CCCC(N1)N(C)C(=S)OC1CCC2CCCCC2C1,VPHPQNGOVQYUMG-UHFFFAOYSA-N,liranaftate,trt_cp
BRD-K31339321,CS(=O)(=O)OC1CCC2C(NC(N)=O)C(OC2C1)C(=O)C1CCC(CL)CC1CL,YPFLFUJKZDAXRA-UHFFFAOYSA-N,lirimilast,trt_cp
BRD-K67966701,NCCCC[C@H](N[C@@H](CCC1CCCCC1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,RLAWWYSOJDYHDC-BZSNNMDCSA-N,lisinopril,trt_cp
BRD-A05334458,CC(O)CCCCN1C(=O)N(C)C2NCN(C)C2C1=O,NSMXQKNUPPXBRG-UHFFFAOYSA-N,lisofylline,trt_cp
BRD-K55847762,OC(=O)C1CCCCC1NC1CC(CL)CCC1C(O)=O,UGDPYGKWIHHBMB-UHFFFAOYSA-N,lobenzarit,trt_cp
BRD-K66937583,OC(=O)C(=O)NC1CC(CC(NC(=O)C(O)=O)C1CL)C#N,RVGLGHVJXCETIO-UHFFFAOYSA-N,lodoxamide,trt_cp
BRD-A02990301,CC(OC1C(CL)CCCC1CL)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,lofexidine,trt_cp
BRD-K27955832,NC1NC(OCC2CC(BR)CS2)C2[NH]CNC2N1,JUJPKFNFCWJBCX-UHFFFAOYSA-N,lomeguatrib,trt_cp
BRD-K62858456,COC1CCC(CN2CCN(CC2)C(C2CCC(F)CC2)C2CCC(F)CC2)C(OC)C1OC,JQSAYKKFZOSZGJ-UHFFFAOYSA-N,lomerizine,trt_cp
BRD-K92213669,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2CCCCC2-C2CCC(CC2)C(F)(F)F)C2CCCCC2-C2CCCCC12,MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,trt_cp
BRD-K41599323,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3NCC(BR)CC3CCC3CC(CL)CC(BR)C23)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,lonafarnib,trt_cp
BRD-K78513633,OC(=O)C1NN(CC2CCC(CL)CC2CL)C2CCCCC12,WDRYRZXSPDWGEB-UHFFFAOYSA-N,lonidamine,trt_cp
BRD-K61250553,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1CCC(CL)CC1)(C1CCCCC1)C1CCCCC1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,loperamide,trt_cp
BRD-K99451608,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)COC1C(C)CCCC1C)CC1CCCCC1,KJHKTHWMRKYKJE-SUGCFTRWSA-N,lopinavir,trt_cp
BRD-K82795137,CCOC(=O)N1CCC(CC1)=C1C2CCC(CL)CC2CCC2CCCNC12,JCCNYMKQOSZNPW-UHFFFAOYSA-N,loratadine,trt_cp
BRD-A11990600,OC1N=C(C2CCCCC2CL)C2CC(CL)CCC2NC1=O,DIWRORZWFLOCLC-UHFFFAOYSA-N,lorazepam,trt_cp
BRD-K55013654,C[C@H]1CNCCC2CCC(CL)CC12,XTTZERNUQAFMOF-QMMMGPOBSA-N,lorcaserin,trt_cp
BRD-A29854054,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)C1CCC(CL)C(CL)C1,IEKOTSCYBBDIJC-UHFFFAOYSA-N,lorglumide,trt_cp
BRD-K76205745,CCCCC1NC(CL)C(CO)N1CC1CCC(CC1)-C1CCCCC1-C1NNN[NH]1,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,trt_cp
BRD-K56195681,CC1C(F)CC(CC1-C1CCC(CN1)C(=O)NCC(C)(C)C)C(=O)NC1CC1,KKYABQBFGDZVNQ-UHFFFAOYSA-N,losmapimod,trt_cp
BRD-A43082555,CC(C(O)=O)C1CCC(CC2CCCC2=O)CC1,YMBXTVYHTMGZDW-UHFFFAOYSA-N,loxoprofen,trt_cp
BRD-K31309378,CNC(=O)C1CCCC2CC(CCC12)OC1CCNC2CC(OCC3(N)CC3)C(OC)CC12,CUDVHEFYRIWYQD-UHFFFAOYSA-N,lucitanib,trt_cp
BRD-K71058253,CLC1CCC([C@@H]2CS\C(S2)=C(\C#N)N2CCNC2)C(CL)C1,YTAOBBFIOAEMLL-REQDGWNSSA-N,luliconazole,trt_cp
BRD-K69236721,CC1CCC(NC(=O)C2(CC2)C2CCC3OC(F)(F)OC3C2)NC1-C1CCCC(C1)C(O)=O,UFSKUSARDNFIRC-UHFFFAOYSA-N,lumacaftor,trt_cp
BRD-A92826379,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3,JYIJIIVLEOETIQ-RFPFOJJUSA-N,lupanine,trt_cp
BRD-K51143828,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1NSC2CCCCC12,PQXKDMSYBGKCJA-CVTJIBDQSA-N,lurasidone,trt_cp
BRD-K05236810,OC1CC(O)C2C(C1)OC(CC2=O)-C1CCC(O)C(O)C1,IQPNAANSBPBGFQ-UHFFFAOYSA-N,luteolin,trt_cp
BRD-K32101625,COC1CCCC(C1)-C1CCC(CC1)[C@@H](OC1CC(NC(N)N1)-C1CCC(C[C@H](N)C(O)=O)CC1)C(F)(F)F,XNMUICFMGGQSMZ-WIOPSUGQSA-N,LX-1031,trt_cp
BRD-K54520417,FC1CCC(CC1)-C1N(CC2CCC(F)CC2CL)NC2C(CCCC12)C(F)(F)F,KYWWJENKIMRJBI-UHFFFAOYSA-N,LXR-623,trt_cp
BRD-K78055238,FC1CC2CN(CCN3CC(C4=C(C(=O)NC4=O)C4CNC5CCCCN45)C(C1)C23)C(=O)N1CCCCC1,HRJWTAWVFDCTGO-UHFFFAOYSA-N,LY-2090314,trt_cp
BRD-K34313798,OC(=O)[C@@H]1C[C@H]2C[C@@H](CCC3NN[NH]N3)CC[C@H]2CN1,ZXFRFPSZAKNPQQ-YTWAJWBKSA-N,LY-215490,trt_cp
BRD-K78118466,CC1CCCC(N1)-C1NN2CCCC2C1-C1CCNC2CCC(CC12)C(N)=O,IVRXNBXKWIJUQB-UHFFFAOYSA-N,LY-2157299,trt_cp
BRD-K59227464,CC(C)(C)CN1C(N)NC2CCC(NC12)-C1[NH]C(NC1-C1CCC(F)CC1)C(C)(C)C,XPPBBJCBDOEXDN-UHFFFAOYSA-N,LY-2228820,trt_cp
BRD-K04993719,CCCC(CCC)C(=O)NC1CCN([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)C(=O)N1,MEOYFIHNRBNEPI-UXIGCNINSA-N,LY-2334737,trt_cp
BRD-K14109347,CC1CNC(NC(=O)NC2CC(BR)C(C)CC2OC[C@@H]2CNCCO2)CN1,SYYBDNPGDKKJDU-ZDUSSCGKSA-N,LY-2603618,trt_cp
BRD-K25630527,CC1CC(NC2CC(CN3CCOCC3)C3NC(C)C(CC4CCC(CL)CC4F)N3N2)[NH]N1,SQSZANZGUXWJEA-UHFFFAOYSA-N,LY-2784544,trt_cp
BRD-K18961567,CC1CCC(C(=O)NC2CCC(OC3CC4CNN(C)C4CC3-C3CN[NH]C3)C(F)C2)C(=O)N1-C1CCC(F)CC1,QHADVLVFMKEIIP-UHFFFAOYSA-N,LY-2801653,trt_cp
BRD-K94534639,C[C@]1(CCSC(N)=N1)C1CC(C(F)CC1F)-C1CNCNC1,MJQMRGWYPNIERM-HNNXBMFYSA-N,LY-2811376,trt_cp
BRD-K17203476,C[C@@H](OC1CCC2[NH]NC(\C=C\C3CNN(CCO)C3)C2C1)C1C(CL)CNCC1CL,GKJCVYLDJWTWQU-CXLRFSCWSA-N,LY-2874455,trt_cp
BRD-K17953908,NC1=N[C@]2(COC[C@@H]2CS1)C1CC(NC(=O)C2CCC(F)CN2)CCC1F,NIDRNVHMMDAAIK-MGNBDDOMSA-N,LY-2886721,trt_cp
BRD-K27305650,O=C1CC(OC2C(CCCC12)-C1CCCCC1)N1CCOCC1,CZQHHVNHHHRRDU-UHFFFAOYSA-N,LY-294002,trt_cp
BRD-K48812570,CCCNS(=O)(=O)NC1NCNC(OCCOC2NCC(BR)CN2)C1-C1CCC(BR)CC1,JGCMEBMXRHSZKX-UHFFFAOYSA-N,macitentan,trt_cp
BRD-K97884852,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,YPIQVCUJEKAZCP-UHFFFAOYSA-N,malotilate,trt_cp
BRD-K66035042,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N,mannitol-D,trt_cp
BRD-A77216878,CCCC[C@@H](C)\C=C(C)\C=C(/C)C(=O)NC1=C[C@@](O)(\C=C\C=C\C=C\C(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O,XIZGHTZLVCHYJN-YCWSEAROSA-N,manumycin-a,trt_cp
BRD-K25433859,CNCCCC12CCC(C3CCCCC13)C1CCCCC21,QSLMDECMDJKHMQ-UHFFFAOYSA-N,maprotiline,trt_cp
BRD-A04352665,CC(C)C1NNC(C)N1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1CCCCC1,GSNHKUDZZFZSJB-ILVMPNSOSA-N,maraviroc,trt_cp
BRD-K59524082,CC(C)NC1NC2CC(CL)C(CL)CC2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,KJFBVJALEQWJBS-XUXIUFHCSA-N,maribavir,trt_cp
BRD-K21396683,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,OCSMOTCMPXTDND-OUAUKWLOSA-N,marimastat,trt_cp
BRD-K71035033,CN1CCN(CC2CCC(CC2)C(=O)NC2CCC(C)C(NC3NC(CS3)-C3CCCNC3)C2)CC1,WJEOLQLKVOPQFV-UHFFFAOYSA-N,masitinib,trt_cp
BRD-A87130939,CC(CC1CCC(O)C(O)C1)C(C)CC1CCC(O)C(O)C1,HCZKYJDFEPMADG-UHFFFAOYSA-N,masoprocol,trt_cp
BRD-K81332461,[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H],DTXXSJZBSTYZKE-OXMAATCFSA-N,maxacalcitol,trt_cp
BRD-A68464583,OC1(N2CCN=C2C2CCCCC12)C1CCC(CL)CC1,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,mazindol,trt_cp
BRD-K32218650,CCC1CNC(NC1)N1CCC(CC1)C1NC(COC2CCC(CC2)-N2CNNN2)CS1,NFTMKHWBOINJGM-UHFFFAOYSA-N,MBX-2982,trt_cp
BRD-K94335714,CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,QRDAPCMJAOQZSU-UHFFFAOYSA-N,MC1568,trt_cp
BRD-K75844781,CLC1CCCC(C1)N1CCNCC1,VHFVKMTVMIZMIK-UHFFFAOYSA-N,mCPP,trt_cp
BRD-K92758126,C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O,IXORZMNAPKEEDV-OBDJNFEBSA-N,MD-920,trt_cp
BRD-A50764878,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COC2CCCCC2O1,BVMYCHKQPGEOSI-UHFFFAOYSA-N,MDL-73005EF,trt_cp
BRD-K77987382,COC(=O)NC1NC2CCC(CC2[NH]1)C(=O)C1CCCCC1,OPXLLQIJSORQAM-UHFFFAOYSA-N,mebendazole,trt_cp
BRD-A20119038,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,mecamylamine,trt_cp
BRD-A50311610,CC1CCCC(CN2CCN(CC2)C(C2CCCCC2)C2CCC(CL)CC2)C1,OCJYIGYOJCODJL-UHFFFAOYSA-N,meclizine,trt_cp
BRD-K50398167,CC1CCC(CL)C(NC2CCCCC2C(O)=O)C1CL,SBDNJUWAMKYJOX-UHFFFAOYSA-N,meclofenamic-acid,trt_cp
BRD-A21607826,CC(C1C[NH]CN1)C1CCCC(C)C1C,CUHVIMMYOGQXCV-UHFFFAOYSA-N,medetomidine,trt_cp
BRD-A61221616,C[C@H]1CC2C3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CCC2[C@@]2(C)CCC(=O)C=C12,PSGAAPLEWMOORI-GDXVCIIOSA-N,medroxyprogesterone-acetate,trt_cp
BRD-A20126139,C[C@H]1CC2C3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)CCC(=O)C=C12,GZENKSODFLBBHQ-IENIWFQZSA-N,medrysone,trt_cp
BRD-A89585551,OC(C1CCCCN1)C1CC(NC2C(CCCC12)C(F)(F)F)C(F)(F)F,XEEQGYMUWCZPDN-UHFFFAOYSA-N,mefloquine,trt_cp
BRD-K51324732,COC1CCC(CL)CC1C(=O)NCCC1CCC(CC1)C(O)=O,SWLAMJPTOQZTAE-UHFFFAOYSA-N,meglitinide,trt_cp
BRD-K14529030,CN1C(=O)\C(C2CCCCC12)=C1\C(=O)NC2CCCCC12,QNOCRUSVMMAKSC-CCEZHUSRSA-N,meisoindigo,trt_cp
BRD-K97530723,COC1CCC2[NH]CC(CCNC(C)=O)C2C1,DRLFMBDRBRZALE-UHFFFAOYSA-N,melatonin,trt_cp
BRD-A84174393,CN1C(C(=O)NC2NCC(C)S2)C(=O)C2CCCCC2S1(=O)=O,ZAHQBPYQBHTECE-UHFFFAOYSA-N,meloxicam,trt_cp
BRD-K92984783,CC1CCN(CCCC(=O)C2CCC(F)CC2)CC1,DKMFBWQBDIGMHM-UHFFFAOYSA-N,melperone,trt_cp
BRD-K78126613,CC1=CC(=O)C2CCCCC2C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N,menadione,trt_cp
BRD-A45889380,CCN(CC)CCCC(C)NC1C2CCC(CL)CC2NC2CCC(OC)CC12,GPKJTRJOBQGKQK-UHFFFAOYSA-N,mepacrine,trt_cp
BRD-A82772293,CN1CCCC(CN2C3CCCCC3SC3CCCCC23)C1,CBHCDHNUZWWAPP-UHFFFAOYSA-N,mepazine,trt_cp
BRD-K18194590,CNC(C)(C)CC1CCCCC1,RXQCGGRTAILOIN-UHFFFAOYSA-N,mephentermine,trt_cp
BRD-A03216249,CN1CCCCC1C(=O)NC1C(C)CCCC1C,INWLQCZOYSRPNW-UHFFFAOYSA-N,mepivacaine,trt_cp
BRD-A02710418,CCC1(CCCCN(C)C1)C1CCCC(O)C1,JLICHNCFTLFZJN-UHFFFAOYSA-N,meptazinol,trt_cp
BRD-K97564742,COC1CCC(CC1)CN(CCN(C)C)C1CCCCN1,YECBIJXISLIIDS-UHFFFAOYSA-N,mepyramine,trt_cp
BRD-K45152786,O=C(NC1CCCCC1)C1C(=O)NC(=S)NC1=O,JARCFMKMOFFIGZ-UHFFFAOYSA-N,merbarone,trt_cp
BRD-K91601245,S=C1[NH]CNC2NC[NH]C12,GLVAUDGFNGKCSF-UHFFFAOYSA-N,mercaptopurine,trt_cp
BRD-K69726595,CC(C)C(=O)OC[C@H]1O[C@@H](N2CCC(N)NC2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,MLESJYFEMSJZLZ-MAAOGQSESA-N,mericitabine,trt_cp
BRD-K09372874,COC1CC(NC(=O)NC2CCCC(CNC(=O)O[C@H]3CCOC3)C2)CCC1-C1CNCO1,JBPUGFODGPKTDW-SFHVURJKSA-N,merimepodib,trt_cp
BRD-K69688083,CN(C)C(=O)OC1CCC[N+](C)C1,RVOLLAQWKVFTGE-UHFFFAOYSA-N,mestinon,trt_cp
BRD-A14798026,COC1CCC2C3CC[C@@]4(C)C(CC[C@@]4(O)C#C)C3CCC2C1,IMSSROKUHAOUJS-VYJKVFMHSA-N,mestranol,trt_cp
BRD-K91336023,CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](CC3CN(C)C4CCCC2C34)N(C)C1,JLVHTNZNKOSCNB-YSVLISHTSA-N,mesulergine,trt_cp
BRD-K76812510,CN(CS(O)(=O)=O)C1C(C)N(C)N(-C2CCCCC2)C1=O,LVWZTYCIRDMTEY-UHFFFAOYSA-N,metamizole,trt_cp
BRD-K27182532,NC1NCCC(OC2CCC(NC(=O)C3C[NH]CC(-C4CCC(F)CC4)C3=O)CC2F)C1CL,PDYXPCKITKHFOZ-UHFFFAOYSA-N,metatinib,trt_cp
BRD-A38218502,CSCCC(NC(=O)C(CC1CCCCC1)NC(=O)CNC(=O)CNC(=O)C(N)CC1CCC(O)CC1)C(O)=O,YFGBQHOOROIVKG-UHFFFAOYSA-N,metenkephalin,trt_cp
BRD-A72309220,CN1CC(CNC(=O)OCC2CCCCC2)C[C@@H]2C1CC1CN(C)C3CCCC2C13,WZHJKEUHNJHDLS-STDCAVTESA-N,metergoline,trt_cp
BRD-K79602928,CN(C)C(=N)NC(N)=N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,metformin,trt_cp
BRD-K13356952,CC(=O)N=C1SC(NN1C)S(N)(=O)=O,FLOSMHQXBMRNHR-UHFFFAOYSA-N,methazolamide,trt_cp
BRD-K54416256,CN1CC[NH]C1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,methimazole,trt_cp
BRD-A32172948,CC1CCCC(N1C(=O)CCSC(C)=O)C(O)=O,JHFOAISYWJRTIM-UHFFFAOYSA-N,methiopril,trt_cp
BRD-A31521121,COC1CCCCC1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,trt_cp
BRD-K63430059,COC1C2OCCC2CC2CCC(=O)OC12,QXKHYNVANLEOEG-UHFFFAOYSA-N,methoxsalen,trt_cp
BRD-K48578705,C[C@](N)(CC1CCC(O)C(O)C1)C(O)=O,CJCSPKMFHVPWAR-JTQLQIEISA-N,methyldopa,trt_cp
BRD-K33732501,C[N@@+]1(CC2CC2)CC[C@@]23[C@H]4OC5C2C(C[C@@H]1[C@@]3(O)CCC4=O)CCC5O,JVLBPIPGETUEET-RESYIPQXSA-O,methylnaltrexone,trt_cp
BRD-A53176877,C[C@H]1CC2C3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-IETLARDKSA-N,methylprednisolone,trt_cp
BRD-K52560704,COC(=O)C=CC(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O,MUJOCHRZXRZONW-UHFFFAOYSA-N,methylstat,trt_cp
BRD-A33711280,CN1CCCC(CC2C3CCCCC3SC3CCCCC23)C1,MJFJKKXQDNNUJF-UHFFFAOYSA-N,metixene,trt_cp
BRD-K75641298,CCN(CC)CCNC(=O)C1CC(CL)C(N)CC1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N,metoclopramide,trt_cp
BRD-A61793559,CC1NC2CC(CL)C(CC2C(=O)N1C1CCCCC1C)S(N)(=O)=O,AQCHWTWZEMGIFD-UHFFFAOYSA-N,metolazone,trt_cp
BRD-A03623303,COCCC1CCC(OCC(O)CNC(C)C)CC1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,trt_cp
BRD-K52020312,CC1NCC(N1CCO)[N+]([O-])=O,VAOCPAMSLUNLGC-UHFFFAOYSA-N,metronidazole,trt_cp
BRD-K34328244,OC1CCC(CC1)[C@@H]1CC(=O)C2CCC(O)CC2O1,FURUXTVZLHCCNA-AWEZNQCLSA-N,MF-101,trt_cp
BRD-K60230970,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1CCCCC1)C=O,TZYWCYJVHRLUCT-VABKMULXSA-N,MG-132,trt_cp
BRD-K56277358,CN1CNC(C1)-C1CC2NCCC(OC3CCC(NC(=S)NC(=O)CC4CCCCC4)CC3F)C2S1,UFICVEHDQUKCEA-UHFFFAOYSA-N,MGCD-265,trt_cp
BRD-A19661776,CN1CCN2C(C1)C1CCCCC1CC1CCCCC21,UEQUQVLFIPOEMF-UHFFFAOYSA-N,mianserin,trt_cp
BRD-K42981054,CC(C)S(=O)(=O)NC[C@H](C)C1CCC(CC1)-C1CCC(CCNS(C)(=O)=O)CC1,ULRDYYKSPCRXAJ-KRWDZBQOSA-N,mibampator,trt_cp
BRD-K09549677,COCC(=O)O[C@]1(CCN(C)CCCC2NC3CCCCC3[NH]2)CCC2CC(F)CCC2[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,mibefradil,trt_cp
BRD-A82396632,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,miconazole,trt_cp
BRD-A79981887,COC1CCC(OC)C(C1)C(O)CNC(=O)CN,PTKSEFOSCHHMPD-UHFFFAOYSA-N,midodrine,trt_cp
BRD-K13646352,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3CCCCC3C3C4CNC(=O)C4C4C5CCCCC5N2C4C13)N(C)C(=O)C1CCCCC1,BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,trt_cp
BRD-A72066420,COP(=O)(OC)OC(C1CCC(CL)CC1)P(=O)(OC)OC,VQHUQHAPWMNBLP-UHFFFAOYSA-N,mifobate,trt_cp
BRD-A63310107,OCCN1C[C@@H](O)[C@@H](O)C(O)C1CO,IBAQFPQHRJAVAV-WMEPKMGJSA-N,miglitol,trt_cp
BRD-K33251802,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,trt_cp
BRD-K64338723,CCCCCNCC(N)=O,GJNNXIYZWIZFRH-UHFFFAOYSA-N,milacemide,trt_cp
BRD-A15202882,CCN(CC)C(=O)C1(CC1CN)C1CCCCC1,GJJFMKBJSRMPLA-UHFFFAOYSA-N,milnacipran,trt_cp
BRD-K67080878,CC1[NH]C(=O)C(CC1-C1CCNCC1)C#N,PZRHRDRVRGEVNW-UHFFFAOYSA-N,milrinone,trt_cp
BRD-A31811760,CCCCCCCCCCCCCCCCOP(O)(=O)OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-O,miltefosine,trt_cp
BRD-K02867583,CC1CC(NNC1NCCN1CCOCC1)-C1CCCCC1,LDMWSLGGVTVJPG-UHFFFAOYSA-N,minaprine,trt_cp
BRD-K06902185,NC1CC(NC(N)[N+]1[O-])N1CCCCC1,ZFMITUMMTDLWHR-UHFFFAOYSA-N,minoxidil,trt_cp
BRD-K82967685,CCCOC1CCC(CC1-C1NC2C(CCC)CN(CC)C2C(=O)[NH]1)S(=O)(=O)N1CCN(CCO)CC1,MIJFNYMSCFYZNY-UHFFFAOYSA-N,mirodenafil,trt_cp
BRD-A64977602,CN1CCN2C(C1)C1CCCCC1CC1CCCNC21,RONZAEMNMFQXRA-UHFFFAOYSA-N,mirtazapine,trt_cp
BRD-K52959329,OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC1CCCCC1,WPGGHFDDFPHPOB-BBWFWOEESA-N,mitiglinide,trt_cp
BRD-A48237631,CO[C@@]12[C@@H]3NC3CN1C1=C([C@@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,NWIBSHFKIJFRCO-CPKMXBGFSA-N,mitomycin-c,trt_cp
BRD-K21680192,OCCNCCNC1CCC(NCCNCCO)C2C(=O)C3C(O)CCC(O)C3C(=O)C12,KKZJGLLVHKMTCM-UHFFFAOYSA-N,mitoxantrone,trt_cp
BRD-K21884483,CN(C1CCN(CC1)C1NC2CCCCC2N1CC1CCC(F)CC1)C1NCCC(=O)[NH]1,PVLJETXTTWAYEW-UHFFFAOYSA-N,mizolastine,trt_cp
BRD-K18850819,OC(=O)CC[C@H]1CC[C@@](CC1)(C1CC(F)CCC1F)S(=O)(=O)C1CCC(CL)CC1,XCGJIFAKUZNNOR-QCKZDCLWSA-N,MK-0752,trt_cp
BRD-K38868394,CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NCC5NC6CCCNC6[NH]5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=C(F)C1=O,GBEUKTWTUSPHEE-JWJWXJQQSA-N,MK-0773,trt_cp
BRD-K14175878,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCC2NCC(CC2C1)C(F)(F)F,MTMDXAIUENDNDL-RJSMDTJLSA-N,MK-0812,trt_cp
BRD-K16732600,COC1CCC2CC(CCC2C1)-C1CC(NN1[C@@H](C)C1CCC(CC1)C(=O)NCCC(O)=O)-C1CC(CL)CC(CL)C1,DNTVJEMGHBIUMW-IBGZPJMESA-N,MK-0893,trt_cp
BRD-K54256913,CN1CCN(CC1)C1CCC(NC2NCC3C(N2)N(-C2CCCC(N2)C(C)(C)O)N(CC=C)C3=O)CC1,BKWJAKQVGHWELA-UHFFFAOYSA-N,MK-1775,trt_cp
BRD-K68065987,NC1(CCC1)C1CCC(CC1)-C1NC2CCN3C(N[NH]C3=O)C2CC1-C1CCCCC1,ULDXWLCXEDXJGE-UHFFFAOYSA-N,MK-2206,trt_cp
BRD-K56405753,CN(C[C@@H]1COCCO1)S(=O)(=O)NC1CCC2CCC3NCC(CC3C(=O)C2C1)-C1CNN(C)C1,JGEBLDKNWBUGRZ-HXUWFJFHSA-N,MK-2461,trt_cp
BRD-K66911501,FC1CC(F)CC(C1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)NC1CCC2C[C@]3(CC2C1)C(=O)NC1NCCCC31,AZAANWYREOQRFB-SETSBSEESA-N,MK-3207,trt_cp
BRD-K53665955,OC(=O)[C@@]1(CC2CCCC(NC3NCCS3)N2)CC[C@@H](CC1)OC1CCCC(CL)C1F,LCVIRAZGMYMNNT-VVONHTQRSA-N,MK-5108,trt_cp
BRD-K55512740,CN1CC(CN1)-C1CNC2CCC3CCC(CS(=O)(=O)NCC4CCCCN4)CC3C(=O)C2C1,VMJFTOSOFDEKTM-UHFFFAOYSA-N,MK-8033,trt_cp
BRD-K29656036,OC(=O)CN1NNC(N1)-C1CC(NO1)N1CCC(CC1)OC1CC(F)CCC1BR,UJEAABFSXKCSGI-UHFFFAOYSA-N,MK-8245,trt_cp
BRD-K59317601,CC(C)N1NC(-C2CCC3OC(N)NC3C2)C2C(N)NCNC12,GYLDXIAOMVERTK-UHFFFAOYSA-N,MLN-0128,trt_cp
