inchi_key,level1,level2,level3,level4,level5,name,smiles
HSKAZIJJKRAJAV-KOEQRZSOSA-N,,,,,,Apilimod,CC1CCCC(\C=N\NC2CC(NC(OCCC3CCCCN3)N2)N2CCOCC2)C1
SQWZFLMPDUSYGV-UXBLZVDNSA-N,,,,,,,O=C1NC(=O)\C(S1)=C/C1CCC2NCCNC2C1
CTESJDQKVOEUOY-UHFFFAOYSA-N,,,,,,,OC1CCCCC1-C1CCC(CC1)-C1CSC2[NH]C(=O)C(C#N)C(O)C12
UOHFCPXBKJPCAD-UHFFFAOYSA-N,,,,,,,COC1CCC(C=C(C#N)C#N)CC1
BWPIARFWQZKAIA-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA11,Protriptyline,CNCCCC1C2CCCCC2C=CC2CCCCC12
CWHUFRVAEUJCEF-UHFFFAOYSA-N,,,,,,Buparlisib,NC1CC(C(CN1)-C1CC(NC(N1)N1CCOCC1)N1CCOCC1)C(F)(F)F
JURKNVYFZMSNLP-UHFFFAOYSA-N,M,M03,M03B,M03BX,M03BX08,Cyclobenzaprine,CN(C)CCC=C1C2CCCCC2C=CC2CCCCC12
LGEQQWMQCRIYKG-DOFZRALJSA-N,,,,,,,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO
IFKLAQQSCNILHL-QHAWAJNXSA-N,N,N02,N02A,N02AF,N02AF01,Butorphanol,OC1CCC2C[C@H]3N(CC4CCC4)CC[C@@]4(CCCC[C@@]34O)C2C1
SCGCBAAYLFTIJU-CQSZACIVSA-N,,,,,,,C[C@@H]1COCCN1C1CC(NC(N1)-C1CCCC2[NH]CCC12)C1(CC1)S(C)(=O)=O
WWONFUQGBVOKOF-UHFFFAOYSA-N,,,,,,Tasisulam,CLC1CCC(C(=O)NS(=O)(=O)C2CCC(BR)S2)C(CL)C1
RHFUXPCCELGMFC-UXHICEINSA-N,,,,,,,CC(=O)N(OCC1CCCCC1)[C@H]1[C@H](O)C(C)(C)OC2CCC(CC12)C#N
QADPYRIHXKWUSV-UHFFFAOYSA-N,,,,,,Infigratinib,CCN1CCN(CC1)C1CCC(NC2CC(NCN2)N(C)C(=O)NC2C(CL)C(OC)CC(OC)C2CL)CC1
DUYJMQONPNNFPI-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE35,Osimertinib,COC1CC(N(C)CCN(C)C)C(NC(=O)C=C)CC1NC1NCCC(N1)-C1CN(C)C2CCCCC12
WINHZLLDWRZWRT-ATVHPVEESA-N,L,L01,L01X,L01XE,L01XE04,Sunitinib,CCN(CC)CCNC(=O)C1C(C)[NH]C(\C=C2/C(=O)NC3CCC(F)CC23)C1C
CBPNZQVSJQDFBE-SREVRWKESA-N,,,,,,,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO
NPPBBAURRJGWEH-UHFFFAOYSA-N,,,,,,,COC1NCCC(-C2CCC3NCCC(-C4CCNNC4)C3C2)C1NS(=O)(=O)C1CCC(F)CC1F
WVLHHLRVNDMIAR-IBGZPJMESA-N,,,,,,AMD-070,NCCCCN(CC1NC2CCCCC2[NH]1)[C@H]1CCCC2CCCNC12
ULRDYYKSPCRXAJ-KRWDZBQOSA-N,,,,,,Mibampator,CC(C)S(=O)(=O)NC[C@H](C)C1CCC(CC1)-C1CCC(CCNS(C)(=O)=O)CC1
GCVFQRRBTCHIPK-UHFFFAOYSA-N,,,,,,,COC1CCC(CCN(C)CCCOC2CCC(CC2)S(=O)(=O)C2C(C(C)C)C3CCCCC3N2C)CC1OC
GRZXWCHAXNAUHY-NSISKUIASA-N,,,,,,Ipatasertib,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)CL)O
BHQCQFFYRZLCQQ-OELDTZBJSA-N,A,A05,A05A,A05AA,A05AA03,Cholic Acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
OUSFTKFNBAZUKL-UHFFFAOYSA-N,,,,,,SNS-032,CC(C)(C)C1CNC(CSC2CNC(NC(=O)C3CCNCC3)S2)O1
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,,,,,,TAK-580,C[C@@H](NC(=O)C1NCNC(N)C1CL)C1NCC(S1)C(=O)NC1CC(C(CL)CN1)C(F)(F)F
BZKPWHYZMXOIDC-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,Acetazolamide,CC(=O)NC1NNC(S1)S(N)(=O)=O
FWLMVFUGMHIOAA-UHFFFAOYSA-N,,,,,,Defactinib,CNC(=O)C1CCC(NC2NCC(C(NCC3NCCNC3N(C)S(C)(=O)=O)N2)C(F)(F)F)CC1
GKQPCPXONLDCMU-CCEZHUSRSA-N,C,C08,C08C,C08CA,C08CA09,Lacidipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1CCCCC1\C=C\C(=O)OC(C)(C)C)C(=O)OCC
RUDATBOHQWOJDD-CIKBIKKZSA-N,,,,,,,C[C@H](CCC(O)=O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C
TZBJGXHYKVUXJN-UHFFFAOYSA-N,,,,,,Genistein,OC1CCC(CC1)-C1COC2CC(O)CC(O)C2C1=O
ZOPNBMMVVZRSGH-NRFANRHFSA-N,,,,,,,CC#C[C@@H](CC(O)=O)C1CCC(OCC2CCCC(C2)-C2CCC(CC2)C(F)(F)F)CC1
XASIMHXSUQUHLV-UHFFFAOYSA-N,B,B02,B02A,B02AB,B02AB04,Camostat,CN(C)C(=O)COC(=O)CC1CCC(OC(=O)C2CCC(NC(N)=N)CC2)CC1
VYFYYTLLBUKUHU-UHFFFAOYSA-N,C,C01,C01C,C01CA,C01CA04,Dopamine,NCCC1CCC(O)C(O)C1
BPLBGHOLXOTWMN-MBNYWOFBSA-N,J,J01,J01C,J01CR,J01CR50,Phenoxymethylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)COC3CCCCC3)C(=O)N2[C@H]1C(O)=O
WNWSUJQVZJJGLF-UHFFFAOYSA-N,,,,,,,C1=CC2=C(C(=C3C4=C(C=C(C=C4)BR)NC3=O)N=C2C=C1)NO
PHXJVRSECIGDHY-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE24,Ponatinib,CN1CCN(CC2CCC(NC(=O)C3CCC(C)C(C3)C#CC3CNC4CCCNN34)CC2C(F)(F)F)CC1
FUSNMLFNXJSCDI-UHFFFAOYSA-N,D,D01,D01A,D01AE,D01AE18,Tolnaftate,CN(C(=S)OC1CCC2CCCCC2C1)C1CCCC(C)C1
SVJMLYUFVDMUHP-MGBGTMOVSA-N,,,,,,Dexniguldipine,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1CCCC(C1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(C1CCCCC1)C1CCCCC1
OELFLUMRDSZNSF-BRWVUGGUSA-N,A,A10,A10B,A10BX,A10BX03,Nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1CCCCC1)C(O)=O
MZZLGJHLQGUVPN-WZQKQDCOSA-N,,,,,,,COC1CC(F)C(CC1-C1CCC(CC1CN1[C@H](C)[C@H](OC1=O)C1CC(CC(C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C
CQOQDQWUFQDJMK-SSTWWWIQSA-N,,,,,,2-Methoxyestradiol,COC1CC2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCC2CC1O
UUTKICFRNVKFRG-WDSKDSINSA-N,L,L03,L03A,L03AX,L03AX05,Pidotimod,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1
UMUPQWIGCOZEOY-JOCHJYFZSA-N,,,,,,,CC(C)(N)C(=O)N[C@H](COCC1CCCCC1)C(=O)N1CCC2(CN(C3CCCCC23)S(C)(=O)=O)CC1
BPQMGSKTAYIVFO-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX43,Vismodegib,CLC1CC(CCC1C(=O)NC1CCC(CL)C(C1)-C1CCCCN1)S(C)(=O)=O
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,,,,,,Taselisib,CC(C)N1NC(C)NC1-C1CN2CCOC3CC(CCC3-C2N1)-C1CNN(C1)C(C)(C)C(N)=O
ZAFYATHCZYHLPB-UHFFFAOYSA-N,N,N05,N05C,N05CF,N05CF02,Zolpidem,CN(C)C(=O)CC1C(NC2CCC(C)CN12)-C1CCC(C)CC1
CVHGCWVMTZWGAY-UHFFFAOYSA-N,,,,,,,C(CN1CCOCC1)CC1CCC(COC2CCCCC2)CC1
OEKWJQXRCDYSHL-MGXMICMRSA-N,,,,,,,CCCSC1NC(N[C@@H]2C[C@@H]2C2CCC(F)C(F)C2)C2NNN([C@@H]3C[C@H](OCCO)[C@H](O)[C@H]3O)C2N1
GGXKWVWZWMLJEH-UHFFFAOYSA-N,J,J05,J05A,J05AB,J05AB09,Famciclovir,CC(=O)OCC(CCN1CNC2CNC(N)NC12)COC(C)=O
GKCBAIGFKIBETG-UHFFFAOYSA-N,C,C05,C05A,C05AD,C05AD02,Tetracaine,CCCCNC1CCC(CC1)C(=O)OCCN(C)C
IWTCFIIOUXJOOV-OLZOCXBDSA-N,,,,,,,CC(=O)N(O)[C@H]1[C@H](O)C(C)(C)OC2CCC(CC12)C#N
JARCFMKMOFFIGZ-UHFFFAOYSA-N,,,,,,,O=C(NC1CCCCC1)C1C(=O)NC(=S)NC1=O
ACWBQPMHZXGDFX-QFIPXVFZSA-N,C,C09,C09D,C09DX,C09DX05,Valsartan,CCCCC(=O)N(CC1CCC(CC1)-C1CCCCC1-C1NN[NH]N1)[C@@H](C(C)C)C(O)=O
GJUFPAZNBPFNRI-UHFFFAOYSA-N,,,,,,,COC1CCC(CC1OC)S(=O)(=O)N1CCCN(CC1)S(=O)(=O)C1CCC(OC)C(OC)C1
BHTRKEVKTKCXOH-LBSADWJPSA-N,,,,,,Tauroursodeoxycholic acid,C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
KNHUKKLJHYUCFP-UHFFFAOYSA-N,C,C10,C10A,C10AB,C10AB01,Clofibrate,CCOC(=O)C(C)(C)OC1CCC(CL)CC1
XHOLNRLADUSQLD-UHFFFAOYSA-N,,,,,,Betrixaban,COC1CCC(NC(=O)C2CCC(CC2)C(=N)N(C)C)C(C1)C(=O)NC1CCC(CL)CN1
RGLYKWWBQGJZGM-ISLYRVAYSA-N,L,L02,L02A,L02AA,L02AA04,Diethylstilbestrol,CC\C(C1CCC(O)CC1)=C(\CC)C1CCC(O)CC1
CZGUSIXMZVURDU-FCWOTDAASA-N,,,,,,,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCC(O)CC1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1CNC[NH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC1CCCCC1)C(O)=O
RCKMWOKWVGPNJF-UHFFFAOYSA-N,P,P02,P02C,P02CB,P02CB02,Diethylcarbamazine,CCN(CC)C(=O)N1CCN(C)CC1
XDJCLCLBSGGNKS-UHFFFAOYSA-N,,,,,,CC-401,C(CN1CCCCC1)OC1CCCC(C1)-C1N[NH]C2CCC(CC12)-C1NCN[NH]1
NBMBIEOUVBHEBM-UHFFFAOYSA-N,,,,,,Emapunil,CCN(CC1CCCCC1)C(=O)CN1C2NC(NCC2N(C)C1=O)-C1CCCCC1
RNLQIBCLLYYYFJ-UHFFFAOYSA-N,C,C01,C01C,C01CE,C01CE01,Amrinone,NC1CC(C[NH]C1=O)-C1CCNCC1
IIBYAHWJQTYFKB-UHFFFAOYSA-N,C,C10,C10A,C10AB,C10AB02,Bezafibrate,CC(C)(OC1CCC(CCNC(=O)C2CCC(CL)CC2)CC1)C(O)=O
IAYGCINLNONXHY-GFCCVEGCSA-N,,,,,,,NC(=O)NC1CC(SC1C(=O)N[C@@H]1CCCNC1)-C1CCCC(F)C1
OVTCHWSLKGENKP-GHXNOFRVSA-N,,,,,,,CC(C)(C)[N+](\[O-])=C\C1CCC(CC1S(O)(=O)=O)S(O)(=O)=O
DTYWJKSSUANMHD-UHFFFAOYSA-N,,,,,,Preladenant,COCCOC1CCC(CC1)N1CCN(CCN2NCC3C2NC(N)N2NC(NC32)-C2CCCO2)CC1
UWXSAYUXVSFDBQ-CYBMUJFWSA-N,,,,,,Varlitinib,C[C@@H]1COC(NC2CCC3NCNC(NC4CCC(OCC5NCCS5)C(CL)C4)C3C2)=N1
HSHNITRMYYLLCV-UHFFFAOYSA-N,A,A05,A05A,A05AX,A05AX02,Hymecromone,CC1CC(=O)OC2CC(O)CCC12
JVHXJTBJCFBINQ-MJCUULBUSA-N,,,,,,,CCOC1CCC(CC2CC(CCC2CL)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)CC1
IAIDUHCBNLFXEF-MNEFBYGVSA-N,C,C09,C09B,C09BA,C09BA15,Zofenopril,C[C@H](CSC(=O)C1CCCCC1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1CCCCC1
FVTWTVQXNAJTQP-UHFFFAOYSA-N,R,R03,R03A,R03AL,R03AL08,Umeclidinium,OC(C1CCCCC1)(C1CCCCC1)C12CC[N+](CCOCC3CCCCC3)(CC1)CC2
RCUDFXMNPQNBDU-VOTSOKGWSA-N,C,C04,C04A,C04AX,C04AX27,Cinepazide,COC1CC(CC(OC)C1OC)\C=C\C(=O)N1CCN(CC(=O)N2CCCC2)CC1
VEQOALNAAJBPNY-UHFFFAOYSA-N,N,N02,N02B,N02BB,N02BB51,Antipyrine,CC1CC(=O)N(-C2CCCCC2)N1C
QDUIJCOKQCCXQY-WHJQOFBOSA-O,,,,,,,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3CCN4NCCCC34)=C(N2C1=O)C(O)=O)C1NSC(N)N1
GBOGMAARMMDZGR-FFXRSMCQSA-N,,,,,,,C[C@H]1[C@H]2[C@H](CC3CCCCC3)NC(=O)[C@]22OC(=O)\C=C/[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C
AELCINSCMGFISI-DTWKUNHWSA-N,,,,,,,N[C@@H]1C[C@H]1C1CCCCC1
BIAVGWDGIJKWRM-FQEVSTJZSA-N,,,,,,,CC[C@H](NC(=O)C1C(O)C(NC2CCCCC12)-C1CCCCC1)C1CCCCC1
IPBCWPPBAWQYOO-UHFFFAOYSA-N,,,,,,,CCCCCCCCCCCCCCSCC(O)=O
SIMWTRCFFSTNMG-AWEZNQCLSA-N,,,,,,,CC(=O)NC[C@H]1CN(C(=O)O1)C1CCC(N2CCN(CC2)C(=O)CO)C(F)C1
SPIUTQOUKAMGCX-UHFFFAOYSA-N,G,G04,G04B,G04BD,G04BD02,Flavoxate,CC1C(OC2C(CCCC2C1=O)C(=O)OCCN1CCCCC1)-C1CCCCC1
RRRUXBQSQLKHEL-UHFFFAOYSA-N,,,,,,Piclamilast,COC1CCC(CC1OC1CCCC1)C(=O)NC1C(CL)CNCC1CL
JNTOCHDNEULJHD-UHFFFAOYSA-N,D,D06,D06B,D06BB,D06BB06,Penciclovir,NC1NC(O)C2NCN(CCC(CO)CO)C2N1
YJGVMLPVUAXIQN-XVVDYKMHSA-N,D,D06,D06B,D06BB,D06BB04,Podofilox,COC1CC(CC(OC)C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)C2CC3OCOC3CC12
OQDPVLVUJFGPGQ-UHFFFAOYSA-N,N,N04,N04B,N04BC,N04BC08,Piribedil,C(N1CCN(CC1)C1NCCCN1)C1CCC2OCOC2C1
VKXWOLCNTHXCLF-DXEZIKHYSA-N,,,,,,Balapiravir,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N1CCC(N)NC1=O)N=[N+]=[N-]
VAVXGGRQQJZYBL-UHFFFAOYSA-N,,,,,,,IC1CNC(NC2CCCC(NC(=O)N3CCCC3)C2)NC1NCCCNC(=O)C1CCCS1
WGRQANOPCQRCME-PMACEKPBSA-N,,,,,,Teneligliptin,CC1CC(N2CCN(CC2)[C@@H]2CN[C@@H](C2)C(=O)N2CCSC2)N(N1)-C1CCCCC1
KNAHARQHSZJURB-UHFFFAOYSA-N,H,H03,H03B,H03BA,H03BA02,Propylthiouracil,CCCC1CC(=O)[NH]C(=S)[NH]1
SFOVDSLXFUGAIV-UHFFFAOYSA-N,,,,,,Tecastemizole,FC1CCC(CN2C(NC3CCNCC3)NC3CCCCC23)CC1
IBGLGMOPHJQDJB-IHRRRGAJSA-N,,,,,,Tanzisertib,O[C@H]1CC[C@@H](CC1)NC1NCC2NC(NC3C(F)CC(F)CC3F)N([C@H]3CCOC3)C2N1
UBQNRHZMVUUOMG-UHFFFAOYSA-N,N,N03,N03A,N03AX,N03AX15,Zonisamide,NS(=O)(=O)CC1NOC2CCCCC12
BQSJTQLCZDPROO-UHFFFAOYSA-N,M,M04,M04A,M04AA,M04AA03,Febuxostat,CC(C)COC1CCC(CC1C#N)-C1NC(C)C(S1)C(O)=O
YMDXZJFXQJVXBF-GBXIJSLDSA-N,,,,,,,C[C@H]1O[C@H]1P(O)(O)=O
YBPIBGNBHHGLEB-UHFFFAOYSA-N,,,,,,,NC1CCC(CN1)C(=O)NC1CCCC(C1)-C1NC(N2CCOCC2)C2OC3NCCCC3C2N1
CJCSPKMFHVPWAR-JTQLQIEISA-N,,,,,,Methyldopa,C[C@](N)(CC1CCC(O)C(O)C1)C(O)=O
QVZCXCJXTMIDME-UHFFFAOYSA-N,C,C01,C01D,C01DX,C01DX10,Dilazep,COC1CC(CC(OC)C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2CC(OC)C(OC)C(OC)C2)CC1
JGCMEBMXRHSZKX-UHFFFAOYSA-N,C,C02,C02K,C02KX,C02KX04,Macitentan,CCCNS(=O)(=O)NC1NCNC(OCCOC2NCC(BR)CN2)C1-C1CCC(BR)CC1
WVYADZUPLLSGPU-UHFFFAOYSA-N,N,N02,N02B,N02BA,N02BA06,Salsalate,OC(=O)C1CCCCC1OC(=O)C1CCCCC1O
NXFFJDQHYLNEJK-CYBMUJFWSA-N,,,,,,Laropiprant,CS(=O)(=O)C1CC(F)CC2C3CC[C@H](CC(O)=O)C3N(CC3CCC(CL)CC3)C12
HBPXWEPKNBHKAX-NSHDSACASA-N,,,,,,,CC1NC(NC(=O)N2CCC[C@H]2C(N)=O)SC1-C1CSC(N1)C(C)(C)C
XZXHXSATPCNXJR-ZIADKAODSA-N,L,L01,L01X,L01XE,L01XE31,Nintedanib,COC(=O)C1CCC2C(NC(=O)\C2=C(/NC2CCC(CC2)N(C)C(=O)CN2CCN(C)CC2)C2CCCCC2)C1
IENZQIKPVFGBNW-UHFFFAOYSA-N,C,C02,C02L,C02LE,C02LE01,Prazosin,COC1CC2NC(NC(N)C2CC1OC)N3CCN(CC3)C(=O)C4CCCO4
XTKLTGBKIDQGQL-UHFFFAOYSA-N,,,,,,GSK-2636771,CC1NC2C(CC(CC2N1CC1CCCC(C1C)C(F)(F)F)N1CCOCC1)C(O)=O
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE06,Dasatinib,CC1NC(NC2NCC(S2)C(=O)NC2C(C)CCCC2CL)CC(N1)N1CCN(CCO)CC1
WYWHKKSPHMUBEB-UHFFFAOYSA-N,L,L01,L01B,L01BB,L01BB03,Tioguanine,NC1NC2NC[NH]C2C(=S)[NH]1
HPHUVLMMVZITSG-LURJTMIESA-N,N,N03,N03A,N03AX,N03AX14,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O
QINPEPAQOBZPOF-UHFFFAOYSA-N,,,,,,Pilaralisib,COC1CCC(CL)C(NC2NC3CCCCC3NC2NS(=O)(=O)C2CCCC(NC(=O)C(C)(C)N)C2)C1
PHNZIIMWDVXPGG-UHFFFAOYSA-N,,,,,,,CCN1CCC(CC1)N1CC(CNC2CC(CL)C3NCC(C#N)C(NC4CCC(F)C(CL)C4)C3C2)NN1
MMAIBGHDBYQYDI-UHFFFAOYSA-N,,,,,,,OC(=O)C1CC2OCCC2[NH]1
VNIWZCGZPBJWBI-UHFFFAOYSA-N,,,,,,,CN1C(NC(C(=O)NCC2CCC(F)CC2)C(O)C1=O)N1CCCCS1(=O)=O
DMMILYKXNCVKOJ-UHFFFAOYSA-N,,,,,,,BRC1CNC(NC2CCCC(NC(=O)N3CCCC3)C2)NC1NCCC1C[NH]CN1
FPCCSQOGAWCVBH-UHFFFAOYSA-N,C,C02,C02K,C02KD,C02KD01,Ketanserin,FC1CCC(CC1)C(=O)C1CCN(CCN2C(=O)[NH]C3CCCCC3C2=O)CC1
FOIVPCKZDPCJJY-JQIJEIRASA-N,,,,,,Arotinoid acid,C\C(=C/C1CCC(CC1)C(O)=O)C1CCC2C(C1)C(C)(C)CCC2(C)C
XPCFTKFZXHTYIP-PMACEKPBSA-N,C,C09,C09B,C09BA,C09BA07,Benazepril,CCOC(=O)[C@H](CCC1CCCCC1)N[C@H]1CCC2CCCCC2N(CC(O)=O)C1=O
KYAKGJDISSNVPZ-UHFFFAOYSA-N,,,,,,,CN1C2NCN(CCOC(=O)C(C)(C)OC3CCC(CL)CC3)C2C(=O)N(C)C1=O
SUDAHWBOROXANE-SECBINFHSA-N,,,,,,PD-0325901,OC[C@@H](O)CONC(=O)C1CCC(F)C(F)C1NC1CCC(I)CC1F
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,,,,,,,O=C1NCCC2[NH]C(CC12)-C1CCNCC1
IWXUVYOOUMLUTQ-CZUORRHYSA-N,,,,,,PF-04447943,C[C@@H]1CN(CC2NCCCN2)C[C@H]1C1NC2N(NCC2C(=O)[NH]1)C1CCOCC1
YEZNLOUZAIOMLT-UHFFFAOYSA-N,M,M01,M01A,M01AG,M01AG02,Tolfenamic Acid,CC1C(CL)CCCC1NC1CCCCC1C(O)=O
QQWUGDVOUVUTOY-UHFFFAOYSA-N,,,,,,,COC1CC(CCC1NC1NCC(CL)C(NC2CCCCC2S(=O)(=O)C(C)C)N1)N1CCC(CC1)N1CCN(C)CC1
PWACSDKDOHSSQD-IUTFFREVSA-N,R,R06,R06A,R06AX,R06AX18,Acrivastine,CC1CCC(CC1)C(=C/CN1CCCC1)\C1CCCC(\C=C\C(O)=O)N1
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,,,,,,Canertinib,FC1CCC(NC2NCNC3CC(OCCCN4CCOCC4)C(NC(=O)C=C)CC23)CC1CL
QAPAJIZPZGWAND-UHFFFAOYSA-N,,,,,,,CCOC1CC(CCC1NC1NCC2N(C)C(=O)C3CCCCC3N(C)C2N1)N1CCC(O)CC1
SBDNJUWAMKYJOX-UHFFFAOYSA-N,M,M01,M01A,M01AG,M01AG04,Meclofenamic acid,CC1CCC(CL)C(NC2CCCCC2C(O)=O)C1CL
PCLITLDOTJTVDJ-UHFFFAOYSA-N,N,N05,N05C,N05CX,N05CX04,Clomethiazole,CC1NCSC1CCCL
SZBGQDXLNMELTB-UHFFFAOYSA-N,,,,,,Taladegib,CN(C1CCN(CC1)C1NNC(-C2CCNN2C)C2CCCCC12)C(=O)C1CCC(F)CC1C(F)(F)F
PUOAETJYKQITMO-LANLRWRYSA-N,,,,,,E-2012,COC1CC(CCC1-N1CNC(C)C1)\C=C1/CCCN([C@@H](C)C2CCC(F)CC2)C1=O
YKPUWZUDDOIDPM-SOFGYWHQSA-N,M,M02,M02A,M02AB,M02AB01,Capsaicin,COC1CC(CNC(=O)CCCC\C=C\C(C)C)CCC1O
RFGAQTOFZHCFHG-NVXWUHKLSA-N,,,,,,,CC(C)C[C@@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)C1=CNC=CN1)B(O)O
NHUHCSRWZMLRLA-UHFFFAOYSA-N,J,J01,J01E,J01EB,J01EB05,Sulfisoxazole,CC1NOC(NS(=O)(=O)C2CCC(N)CC2)C1C
KQKPFRSPSRPDEB-UHFFFAOYSA-N,N,N02,N02C,N02CC,N02CC01,Sumatriptan,CNS(=O)(=O)CC1CCC2[NH]CC(CCN(C)C)C2C1
TVYLLZQTGLZFBW-GOEBONIOSA-N,,,,,,,COC1CCCC(C1)[C@]1(O)CCCC[C@H]1CN(C)C
ZCIGNRJZKPOIKD-CQXVEOKZSA-N,J,J05,J05A,J05AR,J05AR09,Cobicistat,CC(C)C1NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2CCCCC2)NC(=O)OCC2CNCS2)CC2CCCCC2)CS1
RSQGZEAXODVTOL-UHFFFAOYSA-N,,,,,,Tirasemtiv,CCC(CC)N1C2NC(CNC2[NH]C1=O)C#C
PQXKDMSYBGKCJA-CVTJIBDQSA-N,N,N05,N05A,N05AE,N05AE05,Lurasidone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1NSC2CCCCC12
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,,,,,,Sarcosine,CNCC(O)=O
AHJRHEGDXFFMBM-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE33,Palbociclib,CC(=O)C1C(C)C2CNC(NC3CCC(CN3)N3CCNCC3)NC2N(C2CCCC2)C1=O
SWLAMJPTOQZTAE-UHFFFAOYSA-N,,,,,,,COC1CCC(CL)CC1C(=O)NCCC1CCC(CC1)C(O)=O
XWAONOGAGZNUSF-UHFFFAOYSA-N,,,,,,Siramesine,FC1CCC(CC1)-N1CC(CCCCN2CCC3(CC2)OCC2CCCCC32)C2CCCCC12
XFCLJVABOIYOMF-QPLCGJKRSA-N,L,L02,L02B,L02BA,L02BA02,Toremifene,CN(C)CCOC1CCC(CC1)C(\C1CCCCC1)=C(\CCCL)C1CCCCC1
NCDNCNXCDXHOMX-XGKFQTDJSA-N,J,J05,J05A,J05AP,J05AP53,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1CSC(N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)OCC1CNCS1)CC1CCCCC1
ONIQOQHATWINJY-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE26,Cabozantinib,COC1CC2NCCC(OC3CCC(NC(=O)C4(CC4)C(=O)NC4CCC(F)CC4)CC3)C2CC1OC
SAYGKHKXGCPTLX-UHFFFAOYSA-N,,,,,,,NC(=O)NC1SC(CC1C(N)=O)-C1CCC(F)CC1
NITYDPDXAAFEIT-DYVFJYSZSA-N,,,,,,GM6001,CNC(=O)[C@H](CC1C[NH]C2CCCCC12)NC(=O)[C@H](CC(C)C)CC(=O)NO
